instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please make a REST API for items on port 5000 with fields name, desc, price","use rest
listen 5000
model item name desc price
GET /items list item
POST /items create item"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please I'd like a terminal utility called wc that can count words in files,"use cli
name ""wc""
desc ""count words in files""
flag lines -l ""count lines only""
flag words -w ""count words only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",write a command-line application named sort whose purpose is to sort lines of text,"use cli
name ""sort""
desc ""sort lines of text""
flag reverse -r ""reverse sort""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",terminal tool called calc to simple calculator,"use cli
name ""calc""
desc ""simple calculator""
flag verbose -v ""show steps""
arg expr ""math expression"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please terminal tool called find to find files by name,"use cli
name ""find""
desc ""find files by name""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Develop a find utility for finding files by name,"use cli
name ""find""
desc ""find files by name""
flag hidden -h ""include hidden files""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","set up a lightweight HTTP server bound to port 9090 with the following pages: /version that shows ""v1.0"", a / page with ""hello from el-stupido!"", /health returning ""healthy"" and /status returning ""running""","use web
listen 9090
/version ""v1.0""
/ ""hello from el-stupido!""
/health ""healthy""
/status ""running"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on port 9000 with pages: /hello saying ""hey there""; /status that shows ""alive""; /version saying ""1.0.0""; ""alive"" at /health please","use web
listen 9000
/hello ""hey there""
/status ""alive""
/version ""1.0.0""
/health ""alive"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Build me a note CRUD on port 8000 (title and body+),"use web
listen 8000
crud note title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build an API on port 9090 managing todos and notes,"use rest
listen 9090
model todo title done
model note title content
GET /todos list todo
POST /todos create todo
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, server 8080 with /api returning ""api v1""; ""healthy"" at /health","use web
listen 8080
/api ""api v1""
/health ""healthy"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a REST endpoint for items at port 4000 with name, desc, price","use rest
listen 4000
model item name desc price
GET /items list item
POST /items create item
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",program grep that searching files for patterns from the terminal,"use cli
name ""grep""
desc ""search files for patterns""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please create a REST service on port 8000 that handles messages with from, to, body and notes with title, content","use rest
listen 8000
model message from to body
model note title content
GET /messages list message
POST /messages create message
GET /notes list note
POST /notes create note"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","give me a JSON API to manage notes on port 4000, fields: title, content","use rest
listen 4000
model note title content
GET /notes list note
POST /notes create note"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly stand up an HTTP listener on 9999 serving /about saying ""about page""; /hello that shows ""hello world""; /api that shows ""api v1""","use web
listen 9999
/about ""about page""
/hello ""hello world""
/api ""api v1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly create a RESTful web service on port 8000 that manages note resources with fields title, content","use rest
listen 8000
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a server on port 9090 that has /status showing ""up"" and a guestbook manager (author and text+)","use web
listen 9090
/status ""up""
crud guestbook author text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please I want a REST endpoint for comments at port 443 with user, text","use rest
listen 443
model comment user text
GET /comments list comment
POST /comments create comment"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","http 9000: /hello returning ""hello world""; ""healthy"" at /health","use web
listen 9000
/hello ""hello world""
/health ""healthy"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","give me a web server at port 3000 that has ""json api"" at /api, /status saying ""ok"", / returning ""index""","use web
listen 3000
/api ""json api""
/status ""ok""
/ ""index"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build a sort command that sorting lines of text please,"use cli
name ""sort""
desc ""sort lines of text""
flag numeric -n ""numeric sort""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a simple server on port 8080: /api saying ""rest endpoint"", a /version page with ""v0.1"", a /hello page with ""hello world""","use web
listen 8080
/api ""rest endpoint""
/version ""v0.1""
/hello ""hello world"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build an API on port 9999 managing messages and users,"use rest
listen 9999
model message from to body
model user username email role
GET /messages list message
POST /messages create message
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","API server on 80: todo (title, done), user (username, email, role)","use rest
listen 80
model todo title done
model user username email role
GET /todos list todo
POST /todos create todo
GET /users list user
POST /users create user
GET /health ""ok"""
